tipo_credito,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,salario_cliente_log,total_otros_prestamos_log
4,1499370.0,6,42.0,Empleado,1800000.0,400000.0,223064,825.0,2,7,0.0,14895.0,14895.0,0.0,0,1,0,1200000.0,Estable,1,14.403297778421795,12.899222326086994
4,1296513.5999999999,6,39.0,Empleado,1569750.0,817000.0,195824,738.0,8,5,0.0,21507.0,15398.0,0.0,2,2,0,1578761.0,Creciente,1,14.266427566020269,13.613395597831598
9,2809465.1999999997,11,37.0,Empleado,1730000.0,199000.0,221966,772.0,2,2,0.0,189.0,189.0,0.0,0,0,1,1205401.0,Creciente,1,14.363632544508476,12.201065128819632
9,2509402.8,9,37.0,Independiente,3000000.0,1100000.0,235479,782.0,2,3,0.0,6001.0,6001.0,0.0,2,0,0,963410.0,Decreciente,1,14.914123179965662,13.910821646859095
9,1784714.4,10,37.0,Empleado,2100000.0,300000.0,151133,704.0,4,0,0.0,60596.0,7987.0,0.0,0,0,0,1205401.0,Creciente,1,14.557448378884015,12.611541086966115
4,3335280.0,36,37.0,Empleado,1800000.0,800000.0,107488,821.0,4,2,0.0,13060.0,13060.0,0.0,2,0,2,1563106.0,Creciente,1,14.403297778421795,13.592368256649284
4,606000.0,8,37.0,Independiente,1300000.0,400000.0,68759,817.0,3,5,0.0,1107.0,1107.0,0.0,0,0,2,1205401.0,Creciente,0,14.077875591662238,12.899222326086994
9,1142617.2,10,37.0,Independiente,4000000.0,2000000.0,97064,726.0,8,4,0.0,32734.0,32734.0,0.0,2,0,3,1720000.0,Decreciente,0,15.201805169084134,14.508658238524095
4,2577120.0,36,36.0,Empleado,1550000.0,800000.0,82909,787.0,5,3,0.0,20264.0,20264.0,0.0,0,3,1,1269288.0,Creciente,1,14.253766134056512,13.592368256649284
4,890298.0,6,38.0,Empleado,3500000.0,1800000.0,133832,788.0,5,7,0.0,74751.0,74751.0,0.0,2,0,1,1205401.0,Creciente,1,15.068273812173887,14.403297778421795
4,6576000.0,6,38.0,Empleado,4000000.0,2000000.0,976715,798.0,9,3,0.0,59251.0,54285.0,0.0,4,2,2,923771.0,Creciente,1,15.201805169084134,14.508658238524095
9,2472702.0,11,38.0,Empleado,1400000.0,500000.0,209350,852.0,2,1,0.0,463.0,463.0,0.0,2,0,0,1494468.0,Creciente,1,14.151983508870947,13.122365377402328
9,2233279.1999999997,9,37.0,Empleado,1500000.0,1000000.0,209268,799.0,1,2,0.0,0.0,0.0,0.0,0,0,0,615779.0,Creciente,1,14.220976332738882,13.815511557963774
9,3076729.1999999997,10,36.0,Empleado,2400000.0,1700000.0,260543,833.0,7,9,0.0,185032.0,185032.0,0.0,5,0,1,1851054.0,Decreciente,0,14.690979711984754,14.346139397261565
10,1454760.0,6,39.0,Empleado,1520000.0,500000.0,217146,760.0,1,8,0.0,842.0,842.0,0.0,0,0,1,1820770.0,Creciente,1,14.23422155071698,13.122365377402328
4,4185600.0,36,39.0,Empleado,3816000.0,803000.0,154614,747.0,3,1,0.0,14612.0,14612.0,0.0,2,0,0,3382783.0,Creciente,1,15.154713573604788,13.596111238258136
4,1660440.0,24,38.0,Empleado,1700000.0,400000.0,72579,820.0,9,0,0.0,18804.0,18804.0,0.0,1,0,6,1205401.0,Creciente,1,14.346139397261565,12.899222326086994
9,1208689.2,10,37.0,Independiente,7500000.0,3000000.0,102515,704.0,16,4,0.0,70313.0,70313.0,0.0,14,0,0,5636471.0,Creciente,0,15.830413711839864,14.914123179965662
4,567600.0,6,38.0,Empleado,2000000.0,100000.0,85328,740.0,6,6,0.0,3505.0,2482.0,0.0,1,0,3,90853.0,Creciente,1,14.508658238524095,11.51293546492023
9,972650.3999999999,10,39.0,Empleado,3500000.0,2000000.0,82712,814.0,3,9,0.0,10341.0,10341.0,0.0,3,0,0,2819444.0,Creciente,1,15.068273812173887,14.508658238524095
4,8664000.0,6,38.0,Empleado,3300000.0,2000000.0,1288087,779.0,10,5,0.0,42141.0,42141.0,0.0,4,0,0,2775757.0,Creciente,1,15.009433329466965,14.508658238524095
9,2014753.2,11,38.0,Empleado,2010000.0,654000.0,159178,801.0,1,2,0.0,84692.0,84692.0,0.0,1,0,0,5292856.0,Creciente,1,14.513645777547573,13.390864159490155
4,1458000.0,18,40.0,Empleado,1500000.0,450000.0,82475,846.0,1,2,0.0,1364.0,1364.0,0.0,1,0,0,1114699.0,Decreciente,1,14.220976332738882,13.017005083966255
10,2127480.0,12,39.0,Independiente,3500000.0,800000.0,168160,846.0,4,0,0.0,352.0,0.0,0.0,2,1,0,1205401.0,Creciente,1,15.068273812173887,13.592368256649284
4,3469272.0,36,43.0,Empleado,4556584.0,3144000.0,111562,771.0,10,7,0.0,25327.0,25327.0,0.0,7,0,3,5209014.0,Creciente,1,15.332083997413477,14.961006750597342
9,3402394.8,10,44.0,Empleado,11329000.0,8884000.0,299958,891.0,8,1,0.0,206874.0,171160.0,0.0,8,0,0,830487.0,Creciente,1,16.242876456124666,15.999762576558357
10,680400.0,12,39.0,Empleado,2296000.0,1228000.0,56962,719.0,11,6,0.0,13954.0,13954.0,0.0,3,0,4,1294908.0,Creciente,1,14.64667947196157,14.02089820202114
9,2441784.0,9,38.0,Independiente,8000000.0,3000000.0,228587,786.0,18,12,0.0,406704.0,406704.0,0.0,13,0,1,1205000.0,Estable,1,15.894952224644102,14.914123179965662
4,1578600.0,6,38.0,Empleado,3990000.0,1503000.0,237865,777.0,7,4,0.0,82773.0,77711.0,0.0,3,1,2,1205401.0,Creciente,1,15.199302039492581,14.222974334070885
4,1716000.0,12,38.0,Empleado,2500000.0,600000.0,134474,741.0,5,9,0.0,2801.0,2801.0,0.0,1,0,3,1047662.0,Decreciente,1,14.731801689838349,13.304686600863562
9,5964454.8,10,38.0,Independiente,9000000.0,6830000.0,505877,784.0,4,2,0.0,72177.0,72177.0,0.0,2,0,1,1205401.0,Creciente,1,16.012735246411598,15.736835377959846
4,2868178.8,24,38.0,Independiente,2000000.0,0.0,129251,715.0,1,1,0.0,0.0,0.0,0.0,0,0,0,33334.0,Estable,1,14.508658238524095,0.0
9,6333012.0,10,38.0,Empleado,3000000.0,8000000.0,539112,852.0,19,1,0.0,923880.0,545712.0,0.0,16,0,0,28878675.0,Creciente,1,14.914123179965662,15.894952224644102
4,6456000.0,6,57.0,Independiente,5540000.0,0.0,975098,881.0,3,4,0.0,56681.0,49.0,0.0,1,1,0,977131.0,Creciente,1,15.527505239228866,0.0
4,912000.0,18,56.0,Empleado,2100000.0,400000.0,51133,753.0,8,3,0.0,21184.0,21184.0,0.0,0,2,3,1424251.0,Creciente,1,14.557448378884015,12.899222326086994
4,530752.7999999999,6,55.0,Independiente,2000000.0,600000.0,79975,788.0,7,3,0.0,37254.0,28730.0,0.0,0,5,2,1205401.0,Creciente,1,14.508658238524095,13.304686600863562
4,1132428.0,24,52.0,Empleado,1100000.0,520000.0,49543,830.0,6,5,0.0,48285.0,8760.0,0.0,1,5,0,981390.0,Decreciente,1,13.910821646859095,13.161586013632684
4,2247900.0,12,50.0,Empleado,3000000.0,600000.0,176605,794.0,5,4,0.0,23353.0,23353.0,0.0,2,1,0,30285.0,Creciente,1,14.914123179965662,13.304686600863562
4,876000.0,6,53.0,Independiente,7000000.0,3500000.0,130757,733.0,4,1,0.0,45244.0,14982.0,0.0,2,2,2,1205401.0,Creciente,1,15.76142084987672,15.068273812173887
4,4977703.2,24,45.0,Empleado,3550000.0,800000.0,220558,853.0,7,7,0.0,24099.0,24099.0,0.0,5,0,1,6245512.0,Creciente,1,15.0824584431417,13.592368256649284
9,2352013.1999999997,9,42.0,Independiente,2200000.0,1500000.0,222577,831.0,4,2,0.0,11063.0,11063.0,0.0,3,0,0,1827272.0,Creciente,1,14.603968372873895,14.220976332738882
4,3216000.0,10,41.0,Independiente,6700000.0,2680000.0,298016,709.0,4,6,0.0,5247.0,5247.0,0.0,3,0,1,454263.0,Creciente,1,15.717618233614914,14.801327725621299
4,4532400.0,36,41.0,Empleado,2552000.0,0.0,171015,854.0,2,1,0.0,110.0,110.0,0.0,1,0,0,3500000.0,Estable,1,14.75238831529627,0.0
4,538800.0,12,40.0,Empleado,1250000.0,600000.0,42383,706.0,5,3,0.0,8834.0,3360.0,0.0,1,2,1,1166479.0,Creciente,1,14.038654909278163,13.304686600863562
9,1585368.0,10,40.0,Independiente,8000000.0,4000000.0,134605,825.0,9,6,0.0,115249.0,55715.0,0.0,5,0,2,916148.0,Creciente,1,15.894952224644102,15.201805169084134
4,1344000.0,12,39.0,Empleado,2400000.0,900000.0,107194,815.0,5,3,0.0,35055.0,35055.0,0.0,4,0,0,1205401.0,Creciente,1,14.690979711984754,13.710151153416941
4,2775048.0,6,40.0,Independiente,6670000.0,3207000.0,427589,805.0,7,8,0.0,87158.0,55657.0,0.0,4,0,1,1769540.0,Creciente,1,15.713130567816833,14.98084679049314
4,480000.0,6,39.0,Empleado,6150000.0,3904000.0,72745,745.0,9,5,0.0,72258.0,72258.0,0.0,5,0,2,4254545.0,Creciente,1,15.631962802384313,15.177512482662628
4,1419600.0,6,39.0,Independiente,2630000.0,560000.0,216225,799.0,2,3,0.0,20085.0,20085.0,0.0,1,0,0,1205401.0,Creciente,1,14.782494784382012,13.235693848424024
4,1425649.2,12,38.0,Independiente,2700000.0,750000.0,112203,782.0,4,3,0.0,215.0,215.0,0.0,0,0,2,1205401.0,Creciente,1,14.80876270134486,13.527829818844937
9,1239232.8,9,38.0,Empleado,3200000.0,1800000.0,116399,830.0,5,8,0.0,78565.0,78565.0,0.0,5,0,0,3416363.0,Creciente,1,14.978661680269907,14.403297778421795
4,3634800.0,36,37.0,Empleado,4840000.0,2555000.0,125618,777.0,8,3,0.0,138579.0,51168.0,0.0,3,3,0,2598961.0,Creciente,1,15.392425485304363,14.753563173009297
9,1501707.5999999999,10,68.0,Empleado,6000000.0,0.0,127167,762.0,1,0,2145.0,17871.0,100.0,2145.0,0,0,1,1205401.0,Creciente,1,15.607270193858982,0.0
6,1843218.0,12,67.0,Empleado,3000000.0,337000.0,149806,828.0,3,3,0.0,2694.0,2694.0,0.0,1,0,1,1760890.0,Creciente,1,14.914123179965662,12.727841176689147
9,2414822.4,9,65.0,Independiente,3000000.0,0.0,225200,859.0,5,2,0.0,11013.0,11013.0,0.0,3,0,0,905161.0,Creciente,1,14.914123179965662,0.0
9,2013514.7999999998,9,62.0,Empleado,4000000.0,0.0,188225,838.0,15,2,0.0,113890.0,113890.0,0.0,14,0,0,10400986.0,Creciente,1,15.201805169084134,0.0
9,7346829.6,6,41.0,Empleado,5000000.0,2000000.0,1004202,784.0,12,4,0.0,330448.0,330448.0,0.0,10,0,0,950105.0,Creciente,1,15.424948670398354,14.508658238524095
4,1793880.0,6,40.0,Empleado,4780000.0,1862000.0,272323,707.0,8,6,0.0,25541.0,25541.0,0.0,4,0,1,975052.0,Creciente,1,15.379951313672638,14.437162273875932
9,1521682.8,4,39.0,Independiente,5000000.0,2000000.0,306086,787.0,7,0,0.0,281986.0,281217.0,0.0,4,0,2,950105.0,Creciente,1,15.424948670398354,14.508658238524095
4,567600.0,6,40.0,Empleado,1100000.0,250000.0,85006,754.0,4,2,0.0,3595.0,3595.0,0.0,0,0,4,1514278.0,Creciente,1,13.910821646859095,12.429220196836383
4,1319880.0,12,54.0,Independiente,5000000.0,1750000.0,103623,807.0,2,2,0.0,726.0,726.0,0.0,1,0,0,1786116.0,Decreciente,1,15.424948670398354,14.375126917328105
4,1044378.0,12,54.0,Empleado,2750000.0,825000.0,81676,746.0,12,8,0.0,86938.0,86938.0,0.0,9,0,2,3986082.0,Creciente,1,14.827111833279051,13.623139877437296
9,1311526.8,10,50.0,Empleado,1800000.0,950000.0,111530,800.0,5,2,0.0,602.0,602.0,0.0,2,0,1,1613625.0,Creciente,1,14.403297778421795,13.76421831620775
9,4190019.5999999996,10,39.0,Empleado,10000000.0,6000000.0,355378,810.0,8,8,0.0,128120.0,128120.0,0.0,6,0,0,6086475.0,Creciente,1,16.118095750958314,15.607270193858982
9,2810054.4,11,39.0,Empleado,1500000.0,600000.0,218630,739.0,4,0,0.0,585.0,585.0,0.0,0,0,4,1205401.0,Creciente,1,14.220976332738882,13.304686600863562
9,2848092.0,9,39.0,Independiente,1860000.0,0.0,269436,817.0,2,0,0.0,0.0,0.0,0.0,1,0,0,969508.0,Creciente,1,14.436087583323648,0.0
9,3510889.1999999997,10,38.0,Empleado,4900000.0,3000000.0,298872,825.0,10,4,0.0,278089.0,72555.0,0.0,6,1,1,3676666.0,Creciente,1,15.404745967162468,14.914123179965662
9,816543.6,10,38.0,Empleado,1800000.0,1000000.0,69437,711.0,9,0,0.0,14235.0,14235.0,0.0,3,0,3,1211224.0,Creciente,1,14.403297778421795,13.815511557963774
9,3022776.0,11,38.0,Empleado,11000000.0,5000000.0,255922,852.0,3,5,0.0,9096.0,9096.0,0.0,2,0,0,3988666.0,Creciente,1,16.213405921671733,15.424948670398354
9,2530014.0,9,38.0,Empleado,2500000.0,1200000.0,237187,722.0,6,3,0.0,26571.0,26571.0,0.0,4,0,0,2129844.0,Creciente,1,14.731801689838349,13.997832948091215
9,1890050.4,11,37.0,Empleado,3100000.0,1450000.0,146799,719.0,4,0,0.0,13849.0,13849.0,0.0,1,0,2,1205401.0,Creciente,1,14.946912992035967,14.187074804051692
4,3420900.0,36,38.0,Empleado,4800000.0,500000.0,110368,837.0,6,3,0.0,69154.0,69154.0,0.0,6,0,0,4254363.0,Creciente,1,15.38412668421143,13.122365377402328
9,824113.2,10,38.0,Empleado,1500000.0,800000.0,70191,786.0,3,5,0.0,6000.0,6000.0,0.0,2,0,0,1389512.0,Creciente,1,14.220976332738882,13.592368256649284
4,2288040.0,12,38.0,Empleado,6000000.0,2500000.0,181388,772.0,6,5,0.0,3217.0,3217.0,0.0,3,0,1,1200000.0,Creciente,1,15.607270193858982,14.731801689838349
4,3960000.0,36,39.0,Independiente,2354000.0,365000.0,151185,752.0,5,6,0.0,2436.0,2436.0,0.0,1,0,4,1000000.0,Estable,1,14.671626991611104,12.807655372286902
9,2356954.8,10,38.0,Empleado,3500000.0,1500000.0,200431,820.0,5,3,0.0,7955.0,7955.0,0.0,4,0,1,908526.0,Estable,1,15.068273812173887,14.220976332738882
4,1440000.0,12,38.0,Independiente,10000000.0,6000000.0,112984,783.0,8,10,0.0,198086.0,198086.0,0.0,7,0,0,908526.0,Estable,1,16.118095750958314,15.607270193858982
9,774303.6,9,38.0,Independiente,4500000.0,2000000.0,72417,745.0,12,9,0.0,21471.0,21471.0,0.0,5,0,4,1205401.0,Creciente,1,15.319588176962746,14.508658238524095
4,5854800.0,24,38.0,Independiente,6000000.0,3500000.0,260842,839.0,3,2,0.0,32714.0,32714.0,0.0,2,0,1,1562215.0,Creciente,1,15.607270193858982,15.068273812173887
9,2866652.4,9,38.0,Independiente,7000000.0,1000000.0,268747,777.0,4,3,0.0,5173.0,5173.0,0.0,3,0,0,950105.0,Creciente,1,15.76142084987672,13.815511557963774
4,970800.0,12,38.0,Empleado,1100000.0,550000.0,76397,739.0,4,3,0.0,4490.0,2496.0,0.0,1,0,3,908526.0,Estable,1,13.910821646859095,13.217675375388819
4,1729560.0,12,38.0,Empleado,2400000.0,1000000.0,135453,777.0,2,6,0.0,49192.0,49192.0,0.0,1,0,0,2450575.0,Creciente,1,14.690979711984754,13.815511557963774
9,1488247.2,10,67.0,Independiente,4000000.0,1800000.0,126359,836.0,7,8,0.0,27185.0,27185.0,0.0,3,1,1,916148.0,Creciente,1,15.201805169084134,14.403297778421795
9,4227849.6,10,64.0,Independiente,3500000.0,1000000.0,359151,800.0,3,3,0.0,54734.0,54734.0,0.0,1,1,0,2072101.0,Creciente,1,15.068273812173887,13.815511557963774
9,1518190.8,9,67.0,Empleado,3800000.0,2000000.0,141786,820.0,3,4,0.0,65672.0,65672.0,0.0,2,0,0,2539537.0,Creciente,1,15.150511887854474,14.508658238524095
4,1523880.0,12,68.0,Independiente,1200000.0,600000.0,119723,796.0,6,3,0.0,46406.0,42470.0,0.0,4,0,1,923771.0,Creciente,1,13.997832948091215,13.304686600863562
9,1222678.8,9,65.0,Independiente,2000000.0,1000000.0,114024,804.0,4,4,0.0,43786.0,43786.0,0.0,3,0,0,905965.0,Creciente,1,14.508658238524095,13.815511557963774
9,1212360.0,10,63.0,Independiente,3932000.0,5914000.0,106915,800.0,12,8,0.0,115430.0,115430.0,0.0,2,1,5,647286.0,Creciente,0,15.184659014572661,15.59283314848484
9,2426781.6,9,63.0,Empleado,1730000.0,1200000.0,226966,844.0,4,3,0.0,143217.0,143217.0,0.0,2,0,1,1474000.0,Estable,1,14.363632544508476,13.997832948091215
9,1006039.2,2,63.0,Empleado,16000000.0,8000000.0,396674,832.0,9,4,0.0,73209.0,34986.0,0.0,2,2,1,3959510.0,Decreciente,1,16.588099342704055,15.894952224644102
9,2801404.8,10,62.0,Empleado,2000000.0,800000.0,237602,725.0,6,0,0.0,354.0,354.0,0.0,0,0,6,1205401.0,Creciente,1,14.508658238524095,13.592368256649284
9,1847859.5999999999,10,60.0,Empleado,3000000.0,1500000.0,157303,710.0,10,4,0.0,50619.0,50619.0,0.0,8,0,2,1205401.0,Creciente,1,14.914123179965662,14.220976332738882
4,3274462.8,12,59.0,Independiente,8000000.0,4000000.0,259588,789.0,8,4,0.0,67757.0,67757.0,0.0,3,0,2,60570.0,Creciente,0,15.894952224644102,15.201805169084134
9,1808040.0,10,59.0,Independiente,3000000.0,1800000.0,153752,801.0,0,0,0.0,0.0,0.0,0.0,0,0,0,939017.0,Creciente,1,14.914123179965662,14.403297778421795
4,5543917.2,36,54.0,Empleado,4300000.0,807000.0,199172,853.0,3,1,0.0,67294.0,47096.0,0.0,2,0,1,5960882.0,Creciente,1,15.274125813221904,13.60108018640869
4,1800000.0,6,46.0,Independiente,6000000.0,2800000.0,270597,735.0,7,4,0.0,187400.0,187400.0,0.0,5,0,1,1205401.0,Creciente,1,15.607270193858982,14.845130332288226
9,1546477.2,9,43.0,Independiente,3000000.0,2000000.0,144773,746.0,2,2,0.0,11880.0,11880.0,0.0,1,0,0,1205401.0,Creciente,1,14.914123179965662,14.508658238524095
9,6045477.6,9,69.0,Independiente,3000000.0,1900000.0,566488,888.0,12,4,0.0,386997.0,386997.0,0.0,9,0,3,946640.0,Creciente,1,14.914123179965662,14.45736497045232
4,1941420.0,12,63.0,Empleado,5000000.0,3000000.0,152337,821.0,7,3,0.0,1878.0,1878.0,0.0,4,0,0,1478153.0,Decreciente,1,15.424948670398354,14.914123179965662
9,4315651.2,3,64.0,Independiente,9580000.0,5932000.0,1154006,791.0,10,3,0.0,207630.0,181499.0,0.0,8,0,1,977131.0,Creciente,1,16.07518825433117,15.595872150817154
9,1193589.5999999999,9,42.0,Independiente,3742000.0,3742000.0,111738,791.0,3,4,0.0,10409.0,10409.0,0.0,0,1,1,1205401.0,Creciente,1,15.135131053052907,15.135131053052907
4,624000.0,6,42.0,Independiente,3840000.0,1365000.0,95044,823.0,8,6,0.0,78325.0,45555.0,0.0,3,3,1,1205401.0,Creciente,1,15.160983184980543,14.126665719201661
9,3120009.6,10,42.0,Empleado,7000000.0,4000000.0,265319,862.0,10,6,0.0,155714.0,112583.0,0.0,6,1,0,4136363.0,Creciente,1,15.76142084987672,15.201805169084134
4,3173286.0,24,42.0,Empleado,1500000.0,100000.0,139813,869.0,1,2,0.0,0.0,0.0,0.0,1,0,0,1292358.0,Creciente,1,14.220976332738882,11.51293546492023
9,3301094.4,10,42.0,Independiente,3000000.0,2000000.0,279983,844.0,2,3,0.0,0.0,0.0,0.0,0,0,1,900266.0,Estable,1,14.914123179965662,14.508658238524095
9,3081692.4,3,41.0,Empleado,2198000.0,457000.0,827725,744.0,6,2,0.0,10802.0,10802.0,0.0,2,0,4,984754.0,Creciente,1,14.603058868904654,13.032440858057756
4,4696560.0,12,42.0,Empleado,18000000.0,5000000.0,372327,770.0,7,6,0.0,477429.0,477429.0,0.0,6,0,0,11125000.0,Creciente,1,16.705882371415992,15.424948670398354
4,4577199.6,12,46.0,Independiente,12000000.0,0.0,359575,735.0,14,7,0.0,148971.0,148971.0,0.0,8,0,3,923771.0,Creciente,1,16.300417291085605,0.0
4,2520000.0,12,44.0,Empleado,2800000.0,985000.0,209695,769.0,7,2,0.0,66652.0,29897.0,0.0,0,4,1,992377.0,Creciente,1,14.845130332288226,13.800397935382136
4,7467600.0,36,42.0,Empleado,2880000.0,407000.0,278682,834.0,5,1,0.0,7716.0,7716.0,0.0,4,0,1,2987574.0,Estable,1,14.873301199334291,12.91657092142417
4,957480.0,12,38.0,Empleado,1450000.0,400000.0,75161,747.0,8,3,0.0,37476.0,37476.0,0.0,3,0,4,1598200.0,Decreciente,1,14.187074804051692,12.899222326086994
4,4633801.2,12,37.0,Empleado,4500000.0,2000000.0,321792,771.0,6,16,0.0,7586.0,7586.0,0.0,3,0,2,31000.0,Estable,1,15.319588176962746,14.508658238524095
9,863938.7999999999,8,69.0,Independiente,1500000.0,600000.0,90145,807.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1205401.0,Creciente,0,14.220976332738882,13.304686600863562
4,1694400.0,6,64.0,Empleado,5500000.0,1000000.0,252916,834.0,5,4,0.0,25921.0,25921.0,0.0,2,0,1,615779.0,Creciente,1,15.520258832020865,13.815511557963774
9,4859517.6,3,63.0,Empleado,3500000.0,2000000.0,1288861,769.0,1,2,0.0,0.0,0.0,0.0,0,0,0,918689.0,Creciente,1,15.068273812173887,14.508658238524095
9,964018.7999999999,4,63.0,Independiente,2000000.0,600000.0,193771,846.0,3,0,0.0,2748.0,2748.0,0.0,2,0,1,1205401.0,Creciente,1,14.508658238524095,13.304686600863562
9,964018.7999999999,3,62.0,Independiente,2000000.0,700000.0,256030,791.0,1,1,0.0,36.0,36.0,0.0,0,0,0,1205401.0,Creciente,1,14.508658238524095,13.45883704259595
9,964018.7999999999,6,56.0,Independiente,2000000.0,700000.0,131634,799.0,1,2,0.0,2682.0,2682.0,0.0,1,0,0,1205401.0,Creciente,1,14.508658238524095,13.45883704259595
4,430730.39999999997,6,52.0,Empleado,1195000.0,400000.0,63972,772.0,6,4,0.0,26645.0,25969.0,0.0,1,1,4,1619826.0,Creciente,1,13.993657580167481,12.899222326086994
9,964018.7999999999,6,46.0,Independiente,2000000.0,700000.0,131634,806.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1205401.0,Creciente,1,14.508658238524095,13.45883704259595
9,1928037.5999999999,6,44.0,Independiente,2100000.0,700000.0,263267,773.0,0,2,0.0,0.0,0.0,0.0,0,0,0,1205401.0,Creciente,1,14.557448378884015,13.45883704259595
4,1988280.0,12,41.0,Empleado,2000000.0,400000.0,138075,806.0,3,1,0.0,213.0,213.0,0.0,1,0,0,1205401.0,Creciente,1,14.508658238524095,12.899222326086994
4,4512000.0,36,38.0,Empleado,2600000.0,430000.0,156667,788.0,3,3,0.0,52948.0,52948.0,0.0,3,0,0,1696166.0,Decreciente,0,14.77102238760702,12.971542813248437
10,8400000.0,6,64.0,Empleado,3452000.0,0.0,1264356,813.0,6,3,0.0,89175.0,58975.0,0.0,3,1,1,1526866.0,Creciente,1,15.054464620872551,0.0
9,1081504.8,10,52.0,Empleado,4500000.0,2000000.0,92066,824.0,1,4,0.0,121150.0,121150.0,0.0,1,0,0,1205401.0,Creciente,1,15.319588176962746,14.508658238524095
9,3101736.0,4,39.0,Empleado,8000000.0,0.0,623004,741.0,10,1,0.0,5025.0,5025.0,0.0,5,0,2,908526.0,Estable,1,15.894952224644102,0.0
4,979201.2,12,43.0,Empleado,1600000.0,316000.0,80283,694.0,4,6,0.0,6720.0,6720.0,0.0,3,0,0,1778056.0,Creciente,1,14.285514812209815,12.663500657121004
4,4530960.0,6,43.0,Independiente,8000000.0,4000000.0,629300,825.0,7,0,0.0,145897.0,145897.0,0.0,5,0,0,916148.0,Creciente,1,15.894952224644102,15.201805169084134
4,433116.0,6,43.0,Empleado,5400000.0,500000.0,65107,774.0,7,5,0.0,67292.0,67292.0,0.0,4,0,2,1205401.0,Creciente,1,15.501909696719672,13.122365377402328
4,2976000.0,6,46.0,Empleado,1300000.0,800000.0,442319,729.0,1,3,0.0,1231.0,1231.0,0.0,0,0,1,925157.0,Creciente,1,14.077875591662238,13.592368256649284
4,2645760.0,12,42.0,Empleado,4000000.0,1400000.0,207334,832.0,8,5,0.0,35910.0,35910.0,0.0,4,0,1,1205401.0,Creciente,1,15.201805169084134,14.151983508870947
9,442560.0,3,40.0,Independiente,5000000.0,2000000.0,117561,718.0,3,2,0.0,908.0,908.0,0.0,0,0,0,975000.0,Estable,1,15.424948670398354,14.508658238524095
9,540475.2,9,41.0,Empleado,5000000.0,3000000.0,50597,772.0,4,2,0.0,1554.0,1554.0,0.0,2,0,0,4788504.0,Decreciente,1,15.424948670398354,14.914123179965662
9,2105296.8,10,39.0,Empleado,3000000.0,1000000.0,179030,834.0,6,4,0.0,136995.0,136995.0,0.0,5,0,0,1205401.0,Creciente,1,14.914123179965662,13.815511557963774
4,724320.0,6,65.0,Empleado,4600000.0,1500000.0,107395,769.0,18,4,0.0,94193.0,94193.0,0.0,12,1,2,3192123.0,Creciente,1,15.341567078850604,14.220976332738882
4,1439880.0,6,66.0,Empleado,5670000.0,3660000.0,218206,767.0,13,4,0.0,109885.0,109885.0,0.0,10,1,0,984754.0,Creciente,1,15.550699852070762,15.112973978601556
9,1260240.0,9,66.0,Independiente,5000000.0,2000000.0,117977,767.0,6,2,0.0,51114.0,1564.0,0.0,2,0,2,3322414.0,Creciente,1,15.424948670398354,14.508658238524095
4,720000.0,6,63.0,Empleado,5000000.0,2300000.0,107013,792.0,2,10,0.0,4507.0,4507.0,0.0,1,0,0,6032928.0,Estable,1,15.424948670398354,14.648420115681892
9,1872835.2,9,65.0,Empleado,4000000.0,2600000.0,175074,842.0,9,2,0.0,9463.0,9463.0,0.0,5,0,2,3850454.0,Creciente,1,15.201805169084134,14.77102238760702
4,2280000.0,6,61.0,Independiente,3610000.0,3000.0,344366,854.0,5,0,0.0,0.0,0.0,0.0,3,0,1,722222.0,Creciente,1,15.099218607317335,8.006700845440367
4,3048000.0,6,60.0,Independiente,4000000.0,2000000.0,452691,831.0,8,5,0.0,13071.0,13071.0,0.0,6,0,2,916841.0,Creciente,1,15.201805169084134,14.508658238524095
4,2556000.0,12,58.0,Independiente,5000000.0,3000000.0,201060,730.0,6,14,0.0,2222.0,2222.0,0.0,1,0,0,931394.0,Creciente,1,15.424948670398354,14.914123179965662
4,4214400.0,12,58.0,Empleado,1500000.0,400000.0,330277,738.0,11,3,0.0,5185.0,5185.0,0.0,1,0,2,1561556.0,Creciente,1,14.220976332738882,12.899222326086994
4,3878100.0,6,60.0,Independiente,9000000.0,2000000.0,576789,786.0,4,1,0.0,3434.0,3434.0,0.0,0,0,3,600474.0,Creciente,1,16.012735246411598,14.508658238524095
4,2236800.0,6,61.0,Independiente,4400000.0,969000.0,334992,796.0,6,2,0.0,14804.0,14804.0,0.0,5,0,0,302842.0,Creciente,1,15.29711532616119,13.784020922864116
4,2697600.0,6,52.0,Empleado,6000000.0,4000000.0,399661,778.0,7,2,0.0,108629.0,108629.0,0.0,2,0,2,363411.0,Decreciente,1,15.607270193858982,15.201805169084134
4,600000.0,6,50.0,Independiente,2500000.0,300000.0,89116,744.0,3,0,0.0,3478.0,3478.0,0.0,1,0,0,944195.0,Creciente,1,14.731801689838349,12.611541086966115
